simulation time (min);1440.0;the data correspond to values up to this time (users, changes and any events after that time are ignored)

#users total;#users finished in simulationtime;#abandoned;DS;HE;RE;Av. time to station (min)(only succesfull users);Av. time from orig to dest station (min)(only succesfull users);Av. time to final destination (min)(only succesfull users);Av. total time (min);Av. waitingtime in the total time (min);Av. timeloss (min);#failed rentals (only succesfull users);#failed returns (only succesfull users);# with 0 rental fails;# with 0 return fails;# with 1 return fails;# with 2 return fails;# with 3 return fails
12296;12276;162;0.9868035190615836;1.0;0.9934393964244711;0.0;14.755533542457762;0.026271256397556546;14.781804798855319;0.0;0.0348219690715976;0;80;12114;12046;58;8;2

#stations;#stations with empty times;Av. empty times (min);Av. equilibrium desviation (over stations and simulationtime)
169;91;37.035996055226825;5.329217072101689

#total managing events;EventManagerAddBikesToStation #all;EventManagerAddBikesToStation #success;EventManagerAddBikesToStation #failed;EventManagerTakeBikesFromStation #all;EventManagerTakeBikesFromStation #success;EventManagerTakeBikesFromStation #failed
1696;847;842;5;849;843;6
