simulation time (min);1440.0;the data correspond to values up to this time (users, changes and any events after that time are ignored)

#users total;#users finished in simulationtime;#abandoned;DS;HE;RE;Av. time to station (min)(only succesfull users);Av. time from orig to dest station (min)(only succesfull users);Av. time to final destination (min)(only succesfull users);Av. total time (min);Av. waitingtime in the total time (min);Av. timeloss (min);#failed rentals (only succesfull users);#failed returns (only succesfull users);# with 0 rental fails;# with 1 rental fails;# with 2 rental fails;# with 3 rental fails;# with 0 return fails;# with 1 return fails;# with 2 return fails;# with 3 return fails
12296;12275;29;0.9976374745417516;0.9775684521433703;0.9894957983193278;0.07643992596221895;14.780219391365888;0.043974903369807826;14.900634220697915;0.0;0.12965185911045785;281;130;12014;188;39;5;12140;85;18;3

#stations;#stations with empty times;Av. empty times (min);Av. equilibrium desviation (over stations and simulationtime)
169;92;58.67781065088757;5.475612330155601

#total managing events;EventManagerAddBikesToStation #all;EventManagerAddBikesToStation #success;EventManagerAddBikesToStation #failed;EventManagerTakeBikesFromStation #all;EventManagerTakeBikesFromStation #success;EventManagerTakeBikesFromStation #failed
1696;847;842;5;849;843;6
