"id";"time to origin station";"cycling time";"time to destination place";"exit reason";"Successful bike reservations";"Failed bike reservations";"Successful slot reservations";"Failed slot reservations";"Successful bike rentals";"Failed bike rentals";"Successful bike returns";"Failed bike returns"
198;437;1027;614;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
197;598;679;638;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
199;556;999;600;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
200;599;435;136;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
201;448;344;607;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
202;65;0;217;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
203;52;434;602;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
204;646;704;528;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
205;894;497;669;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
206;267;442;594;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
207;485;559;677;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
209;67;1370;538;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
208;592;423;35;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
210;236;256;660;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
211;326;484;622;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
212;422;1112;245;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
213;599;730;592;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
214;377;936;566;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
215;645;604;701;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
216;361;1257;619;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
217;449;340;64;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
218;521;233;581;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
219;221;189;629;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
220;574;204;556;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
221;453;193;543;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
222;161;601;564;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
223;601;549;490;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
224;385;1134;501;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
225;722;254;482;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
226;656;426;277;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
227;724;217;613;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
228;260;651;694;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
229;676;229;369;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
230;490;516;515;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
231;357;293;660;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
232;608;0;470;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
233;148;379;46;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
234;429;267;627;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
235;432;549;467;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
236;176;334;322;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
237;545;238;529;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
238;610;822;102;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
239;682;112;670;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
240;400;125;192;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
241;640;1197;211;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
242;364;1081;375;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
243;133;216;220;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
244;193;1533;425;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
245;554;637;520;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
246;728;764;477;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
247;489;408;279;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
248;485;928;696;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
249;203;3173;607;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
250;1098;483;551;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
251;122;0;405;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
252;520;586;323;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
253;898;564;130;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
254;610;328;634;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
255;328;717;17;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
256;906;366;213;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
257;570;330;175;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
258;537;315;668;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
259;449;611;356;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
260;635;638;650;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
261;394;354;570;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
262;533;798;338;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
263;473;200;724;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
264;173;266;900;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
265;721;192;197;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
266;443;354;526;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
267;662;510;684;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
268;569;1771;533;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
269;369;1016;536;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
270;525;340;603;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
271;628;803;760;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
272;480;239;660;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
273;349;1370;29;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
274;250;2008;302;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
275;392;863;369;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
276;492;479;659;"EXIT_AFTER_REACHING_DESTINATION";0;0;0;0;1;0;1;0
