simulation time (min);1440.0;only events that occure within the simulation time are considered (changes after that time are ignored)
id;emptytime (min);average deviation from halfcapacity;Successful bike reservations;Failed bike reservations;Successful slot reservations;Failed slot reservations;Successful bike rentals;Failed bike rentals;Successful bike returns;Failed bike returns
43;15.033333333333333;6.543443287037037;0;0;0;0;168;0;157;0
44;148.16666666666666;6.664027777777778;0;0;0;0;64;0;65;0
45;0.0;3.9510243055555554;0;0;0;0;137;0;134;0
46;0.0;6.9900115740740745;0;0;0;0;104;0;101;0
47;212.4;5.188101851851852;0;0;0;0;77;0;64;0
48;4.583333333333333;6.041128472222222;0;0;0;0;88;0;87;0
49;22.95;4.331938657407408;0;0;0;0;103;0;113;0
50;157.95;9.165405092592593;0;0;0;0;59;0;50;0
51;127.63333333333334;6.699988425925926;0;0;0;0;51;0;59;0
52;76.7;3.9853472222222224;0;0;0;0;96;0;92;0
53;41.05;6.135949074074074;0;0;0;0;68;0;81;2
54;0.0;4.954861111111111;0;0;0;0;80;0;89;0
55;0.0;4.910422453703704;0;0;0;0;74;0;85;0
56;0.0;6.066493055555555;0;0;0;0;87;0;90;0
57;42.28333333333333;5.275;0;0;0;0;157;0;173;0
58;13.416666666666666;5.408130787037037;0;0;0;0;145;0;138;2
59;87.86666666666666;6.325891203703704;0;0;0;0;129;0;117;0
60;0.0;6.4710069444444445;0;0;0;0;68;0;67;0
61;0.0;7.53849537037037;0;0;0;0;25;0;24;0
62;17.6;4.0945023148148145;0;0;0;0;112;0;119;1
63;72.05;5.1086631944444445;0;0;0;0;64;0;65;0
64;0.0;4.382268518518519;0;0;0;0;83;0;106;2
65;0.0;6.352511574074074;0;0;0;0;77;0;89;0
66;0.0;4.219803240740741;0;0;0;0;46;0;46;0
67;0.0;3.124548611111111;0;0;0;0;60;0;67;0
69;0.0;2.3052546296296295;0;0;0;0;39;0;48;0
71;46.25;5.156331018518519;0;0;0;0;71;0;86;0
72;45.483333333333334;3.697795138888889;0;0;0;0;38;0;39;0
73;0.0;5.997818287037037;0;0;0;0;70;0;84;0
74;32.3;4.807951388888889;0;0;0;0;102;0;85;0
75;0.0;4.132824074074074;0;0;0;0;76;0;77;0
76;0.0;5.646331018518518;0;0;0;0;63;0;63;0
77;0.0;5.5698842592592595;0;0;0;0;62;0;74;1
78;0.0;3.59849537037037;0;0;0;0;76;0;57;0
79;0.0;5.406805555555556;0;0;0;0;94;0;98;2
80;0.0;5.538043981481482;0;0;0;0;57;0;65;0
81;87.18333333333334;5.633668981481481;0;0;0;0;66;0;72;0
82;0.0;5.806203703703703;0;0;0;0;68;0;97;3
83;1.15;6.737789351851852;0;0;0;0;107;0;120;2
84;0.0;5.996736111111111;0;0;0;0;83;0;78;1
85;0.0;7.803084490740741;0;0;0;0;36;0;38;1
86;0.0;4.315960648148148;0;0;0;0;75;0;78;0
87;35.25;4.4149768518518515;0;0;0;0;51;0;56;0
88;0.0;1.6110648148148148;0;0;0;0;19;0;20;0
89;0.0;5.024236111111111;0;0;0;0;51;0;61;0
90;0.0;3.3805266203703703;0;0;0;0;164;0;153;0
91;40.85;3.893315972222222;0;0;0;0;91;0;72;0
92;67.58333333333333;7.948958333333334;0;0;0;0;58;0;53;0
93;0.0;3.925949074074074;0;0;0;0;59;0;54;0
94;0.0;5.74443287037037;0;0;0;0;58;0;57;0
95;85.96666666666667;6.5747685185185185;0;0;0;0;74;0;65;0
96;0.0;3.2044212962962964;0;0;0;0;77;0;81;0
97;37.983333333333334;4.90625;0;0;0;0;48;0;54;0
98;79.81666666666666;6.938912037037037;0;0;0;0;40;0;32;0
99;97.08333333333333;4.94146412037037;0;0;0;0;77;0;68;0
100;195.15;6.435439814814814;0;0;0;0;47;0;45;0
101;13.316666666666666;4.650063657407407;0;0;0;0;48;0;36;0
102;0.0;5.013582175925926;0;0;0;0;64;0;57;0
103;0.0;3.198263888888889;0;0;0;0;71;0;64;0
