simulatiuon time (min);1440.0;only events that occure within the simulation time are considered (users not finishing up to this time are ignored)
id;finished in simulationtime;appearance time (sec form start);get bike time (sec from start);return bike time (sec from start);at final destination (sec from start);total time (min);additional time used over best aproximate time (min);exit reason;Successful bike reservations;Failed bike reservations;Successful slot reservations;Failed slot reservations;Successful bike rentals;Failed bike rentals;Successful bike returns;Failed bike returns;Time waited to retry
660;yes;4193;4193;5243;5243;17.5;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
661;yes;4194;4194;4981;4981;13.116666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
662;yes;4200;4200;5259;5259;17.65;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
663;yes;4203;4203;4940;4940;12.283333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
664;yes;4205;4205;6320;6320;35.25;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
665;yes;4208;4208;4569;4569;6.016666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
666;yes;4209;4209;4824;4824;10.25;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
667;yes;4211;4211;4922;4922;11.85;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
668;yes;4217;4217;5416;5416;19.983333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
669;yes;4218;4218;4473;4473;4.25;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
670;yes;4221;4221;5102;5102;14.683333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
671;yes;4222;4222;4512;4512;4.833333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
672;yes;4222;4222;4481;4481;4.316666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
673;yes;4223;4223;4972;4972;12.483333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
674;yes;4226;4226;4507;4507;4.683333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
675;yes;4237;4237;4572;4572;5.583333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
676;yes;4240;4240;5277;5277;17.283333333333335;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
677;yes;4244;4244;4686;4686;7.366666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
678;yes;4249;4249;5314;5314;17.75;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
679;yes;4251;4251;4691;4691;7.333333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
680;yes;4251;4251;5108;5108;14.283333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
681;yes;4260;4260;4922;4922;11.033333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
682;yes;4272;4272;5186;5186;15.233333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
683;yes;4273;4273;5198;5198;15.416666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
684;yes;4278;4278;4404;4404;2.1;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
685;yes;4279;4279;4952;4952;11.216666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
686;yes;4280;4280;5033;5033;12.55;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
687;yes;4281;4281;5360;5360;17.983333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
688;yes;4286;4286;4841;4841;9.25;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
689;yes;4292;4292;6723;6723;40.516666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
690;yes;4293;4293;5039;5039;12.433333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
691;yes;4302;4302;5237;5237;15.583333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
692;yes;4307;4307;4917;4917;10.166666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
693;yes;4314;4314;5098;5098;13.066666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
694;yes;4317;4317;4924;4924;10.116666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
695;yes;4323;4323;5017;5017;11.566666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
696;yes;4324;4324;5091;5091;12.783333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
697;yes;4338;4338;5449;5449;18.516666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
698;yes;4339;4339;4825;4825;8.1;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
699;yes;4340;4340;5161;5161;13.683333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
700;yes;4347;4347;5086;5086;12.316666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
701;yes;4354;4354;4947;4947;9.883333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
702;yes;4356;4356;4919;4919;9.383333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
703;yes;4357;4357;5219;5219;14.366666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
704;yes;4370;4370;4603;4603;3.8833333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
705;yes;4374;4374;4879;4879;8.416666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
706;yes;4378;4378;4928;4928;9.166666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
707;yes;4380;4380;4668;4668;4.8;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
708;yes;4384;4384;5420;5420;17.266666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
709;yes;4385;4385;4617;4617;3.8666666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
710;yes;4386;4386;4848;4848;7.7;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
711;yes;4387;4387;4623;4623;3.933333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
712;yes;4388;4388;5247;5247;14.316666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
713;yes;4394;4394;5562;5562;19.466666666666665;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
714;yes;4396;4396;5044;5044;10.8;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
715;yes;4403;4403;5088;5088;11.416666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
716;yes;4410;4410;5926;5926;25.266666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
717;yes;4411;4411;5050;5050;10.65;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
718;yes;4413;4413;5252;5252;13.983333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
719;yes;4415;4415;4929;4929;8.566666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
720;yes;4423;4423;4980;4980;9.283333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
721;yes;4424;4424;5492;5492;17.8;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
722;yes;4425;4425;4825;4825;6.666666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
723;yes;4433;4433;4582;4582;2.4833333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
724;yes;4434;4434;4929;4929;8.25;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
725;yes;4435;4435;5271;5271;13.933333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
726;yes;4447;4447;5221;5221;12.9;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
727;yes;4447;4447;5211;5211;12.733333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
728;yes;4449;4449;4943;4943;8.233333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
729;yes;4454;4454;5073;5073;10.316666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
730;yes;4467;4467;5112;5112;10.75;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
731;yes;4473;4473;5127;5127;10.9;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
732;yes;4475;4475;4605;4605;2.1666666666666665;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
733;yes;4476;4476;5113;5113;10.616666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
734;yes;4479;4479;5162;5162;11.383333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
735;yes;4481;4481;5163;5163;11.366666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
736;yes;4482;4482;4903;4903;7.016666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
737;yes;4485;4485;5061;5061;9.6;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
738;yes;4490;4490;5587;5587;18.283333333333335;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
739;yes;4507;4507;5431;5431;15.4;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
740;yes;4509;4509;4842;4842;5.55;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
741;yes;4513;4513;4915;4915;6.7;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
742;yes;4521;4521;5379;5379;14.3;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
743;yes;4522;4522;4871;4871;5.816666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
744;yes;4524;4524;4847;4847;5.383333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
745;yes;4526;4526;5646;5646;18.666666666666668;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
746;yes;4527;4527;4973;4973;7.433333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
747;yes;4531;4531;4948;4948;6.95;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
748;yes;4533;4533;5020;5020;8.116666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
749;yes;4533;4533;5352;5352;13.65;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
750;yes;4535;4535;5028;5028;8.216666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
751;yes;4536;4536;5553;5553;16.95;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
752;yes;4553;4553;5031;5031;7.966666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
753;yes;4553;4553;5042;5042;8.15;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
754;yes;4554;4554;4906;4906;5.866666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
755;yes;4559;4559;5373;5373;13.566666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
756;yes;4560;4560;5057;5057;8.283333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
757;yes;4560;4560;5347;5347;13.116666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
758;yes;4562;4562;5719;5719;19.283333333333335;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
759;yes;4562;4562;5291;5291;12.15;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
760;yes;4568;4568;5360;5360;13.2;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
761;yes;4571;4571;5115;5115;9.066666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
762;yes;4575;4575;6370;6370;29.916666666666668;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
763;yes;4583;4583;4892;4892;5.15;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
764;yes;4594;4594;5885;5885;21.516666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
765;yes;4595;4595;5380;5380;13.083333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
766;yes;4597;4597;5566;5566;16.15;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
767;yes;4597;4597;4895;4895;4.966666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
768;yes;4609;4609;4962;4962;5.883333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
769;yes;4610;4610;5457;5457;14.116666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
770;yes;4626;4626;5246;5246;10.333333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
771;yes;4629;4629;5137;5137;8.466666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
772;yes;4629;4629;5191;5191;9.366666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
773;yes;4641;4641;5434;5434;13.216666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
774;yes;4645;4645;5196;5196;9.183333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
775;yes;4647;4647;6027;6027;23.0;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
776;yes;4649;4649;5493;5493;14.066666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
777;yes;4649;4649;5202;5202;9.216666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
778;yes;4651;4651;5731;5731;18.0;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
779;yes;4651;4651;5977;5977;22.1;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
780;yes;4655;4655;5400;5400;12.416666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
781;yes;4660;4660;5267;5267;10.116666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
782;yes;4666;4666;5184;5184;8.633333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
783;yes;4670;4670;5057;5057;6.45;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
784;yes;4670;4670;5251;5251;9.683333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
785;yes;4671;4671;5313;5313;10.7;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
786;yes;4675;4675;5133;5133;7.633333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
787;yes;4680;4680;5345;5345;11.083333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
788;yes;4682;4682;5286;5286;10.066666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
789;yes;4682;4682;5830;5830;19.133333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
790;yes;4687;4687;5632;5632;15.75;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
791;yes;4690;4690;5750;5750;17.666666666666668;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
792;yes;4695;4695;5341;5341;10.766666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
793;yes;4695;4695;5463;5463;12.8;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
794;yes;4695;4695;5261;5261;9.433333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
795;yes;4695;4695;5332;5332;10.616666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
796;yes;4696;4696;5228;5228;8.866666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
797;yes;4705;4705;5013;5013;5.133333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
798;yes;4706;4706;4958;4958;4.2;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
799;yes;4708;4708;5143;5143;7.25;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
800;yes;4718;4718;5062;5062;5.733333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
801;yes;4720;4720;5129;5129;6.816666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
802;yes;4733;4733;6123;6123;23.166666666666668;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
803;yes;4735;4735;5317;5317;9.7;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
804;yes;4736;4736;5645;5645;15.15;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
805;yes;4739;4739;5416;5416;11.283333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
806;yes;4747;4747;5385;5385;10.633333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
807;yes;4748;4748;5756;5756;16.8;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
808;yes;4754;4754;5505;5505;12.516666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
809;yes;4756;4756;5521;5521;12.75;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
810;yes;4764;4764;5324;5324;9.333333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
811;yes;4764;4764;5333;5333;9.483333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
812;yes;4764;4764;5643;5643;14.65;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
813;yes;4765;4765;5801;5801;17.266666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
814;yes;4770;4770;5473;5473;11.716666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
815;yes;4772;4772;5356;5356;9.733333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
816;yes;4773;4773;5068;5068;4.916666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
817;yes;4773;4773;5784;5784;16.85;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
818;yes;4779;4779;5207;5207;7.133333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
819;yes;4780;4780;22794;22794;300.23333333333335;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
820;yes;4786;4786;5413;5413;10.45;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
821;yes;4788;4788;5019;5019;3.85;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
822;yes;4797;4797;5304;5304;8.45;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
823;yes;4799;4799;5152;5152;5.883333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
824;yes;4812;4812;5636;5636;13.733333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
825;yes;4815;4815;5332;5332;8.616666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
826;yes;4817;4817;5843;5843;17.1;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
827;yes;4820;4820;5459;5459;10.65;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
828;yes;4823;4823;5293;5293;7.833333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
829;yes;4826;4826;5403;5403;9.616666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
830;yes;4827;4827;5102;5102;4.583333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
831;yes;4829;4829;5748;5748;15.316666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
832;yes;4830;4830;5272;5272;7.366666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
833;yes;4836;4836;6022;6022;19.766666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
834;yes;4839;4839;5493;5493;10.9;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
835;yes;4843;4843;5410;5410;9.45;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
836;yes;4847;4847;8232;8232;56.416666666666664;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
837;yes;4850;4850;6753;6753;31.716666666666665;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
838;yes;4852;4852;5550;5550;11.633333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
839;yes;4854;4854;5591;5591;12.283333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
840;yes;4856;4856;10391;10391;92.25;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
841;yes;4862;4862;5326;5326;7.733333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
842;yes;4864;4864;5447;5447;9.716666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
843;yes;4864;4864;5369;5369;8.416666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
844;yes;4867;4867;6442;6442;26.25;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
845;yes;4874;4874;5821;5821;15.783333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
846;yes;4877;4877;5673;5673;13.266666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
847;yes;4881;4881;5727;5727;14.1;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
848;yes;4890;4890;6108;6108;20.3;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
849;yes;4891;4891;5287;5287;6.6;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
850;yes;4891;4891;5676;5676;13.083333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
851;yes;4895;4895;5650;5650;12.583333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
852;yes;4901;4901;5650;5650;12.483333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
853;yes;4901;4901;5644;5644;12.383333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
854;yes;4903;4903;5549;5549;10.766666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
855;yes;4916;4916;5876;5876;16.0;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
856;yes;4929;4929;5479;5479;9.166666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
857;yes;4929;4929;5394;5394;7.75;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
858;yes;4944;4944;5775;5775;13.85;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
859;yes;4946;4946;5527;5527;9.683333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
860;yes;4947;4947;5578;5578;10.516666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
861;yes;4948;4948;6473;6473;25.416666666666668;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
862;yes;4949;4949;5750;5750;13.35;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
