simulation time (min);1440.0;the data correspond to values up to this time (users, changes and any events after that time are ignored)

#users total;#users finished in simulationtime;#abandoned;DS;HE;RE;Av. time to station (min)(only succesfull users);Av. time from orig to dest station (min)(only succesfull users);Av. time to final destination (min)(only succesfull users);Av. total time (min);Av. waitingtime in the total time (min);Av. timeloss (min);#failed rentals (only succesfull users);#failed returns (only succesfull users);# with 0 rental fails;# with 0 return fails;# with 1 return fails
12296;12276;4;0.9996741609644836;1.0;0.99650832318311;0.08382360930030422;14.769301390699695;0.06057692307692308;14.913701923076923;0.0;0.15111772055627987;0;43;12272;12229;43

#stations;#stations with empty times;Av. empty times (min);Av. equilibrium desviation (over stations and simulationtime)
169;90;36.634122287968445;5.352813664255972

#total managing events;EventManagerAddBikesToStation #all;EventManagerAddBikesToStation #success;EventManagerAddBikesToStation #failed;EventManagerTakeBikesFromStation #all;EventManagerTakeBikesFromStation #success;EventManagerTakeBikesFromStation #failed
1696;847;837;10;849;838;11
