simulation time (min);1440.0;the data correspond to values up to this time (users, changes and any events after that time are ignored)

#users total;#users finished in simulationtime;#abandoned;DS;HE;RE;Av. time to station (min)(only succesfull users);Av. time from orig to dest station (min)(only succesfull users);Av. time to final destination (min)(only succesfull users);Av. total time (min);Av. waitingtime in the total time (min);Av. timeloss (min);#failed rentals (only succesfull users);#failed returns (only succesfull users);# with 0 rental fails;# with 1 rental fails;# with 0 return fails;# with 1 return fails;# with 2 return fails;# with 3 return fails
12296;12275;12;0.9990224032586558;0.9994295028524858;0.9939212189982168;0.08802631221288973;14.78298404414363;0.06196689227758297;14.932977248634103;0.0;0.15439261735844953;7;75;12256;7;12195;62;5;1

#stations;#stations with empty times;Av. empty times (min);Av. equilibrium desviation (over stations and simulationtime)
169;93;59.21370808678501;5.4735000958799045

#total managing events;EventManagerAddBikesToStation #all;EventManagerAddBikesToStation #success;EventManagerAddBikesToStation #failed;EventManagerTakeBikesFromStation #all;EventManagerTakeBikesFromStation #success;EventManagerTakeBikesFromStation #failed
1696;847;843;4;849;844;5
