"id";"time";"available bikes"
1;0;12
1;1826;11
1;3797;10
1;3933;9
1;10382;8
1;10833;7
1;13407;6
1;15589;5
1;41702;4
1;51177;3
1;60612;2
1;68444;1
2;0;12
2;1601;11
2;3050;10
2;3509;9
2;3798;10
2;5130;9
2;6734;8
2;12170;7
2;12278;6
2;13848;5
2;18286;4
2;44870;5
2;48561;4
2;52019;3
2;53732;2
2;58026;1
3;0;12
3;255;11
3;636;10
3;841;9
3;1005;10
3;1205;9
3;1279;10
3;2456;9
3;2683;8
3;4207;7
3;7771;6
3;10135;5
3;10291;6
3;12660;5
3;23135;4
3;30626;5
3;33349;4
3;33974;5
3;35639;6
3;36385;7
3;36475;8
3;36649;9
3;37940;10
3;39736;11
3;39766;12
3;40630;13
3;40954;12
3;41905;11
3;41905;12
3;42732;13
3;42878;12
3;43601;13
3;44078;14
3;44359;15
3;45226;16
3;46192;15
3;46369;14
3;46693;13
3;46743;14
3;46912;13
3;46954;12
3;47028;11
3;47053;10
3;47473;9
3;48940;10
3;49540;11
3;50006;10
3;50273;11
3;50437;12
3;51558;13
3;51590;12
3;51646;11
3;51722;10
3;51730;9
3;52398;10
3;52501;9
3;53448;10
3;53483;9
3;53491;10
3;53606;11
3;54070;12
3;54100;11
3;54422;10
3;54852;11
3;55259;10
3;55357;11
3;55709;10
3;55767;9
3;55826;10
3;55939;11
3;56200;10
3;56395;9
3;56477;8
3;56582;9
3;56629;8
3;57177;7
3;57177;8
3;57296;7
3;57454;8
3;57686;7
3;57702;8
3;58978;9
3;59369;8
3;59460;7
3;59856;6
3;60270;7
3;60315;8
3;60560;7
3;61166;6
3;61639;5
3;63225;6
3;63511;5
3;63683;4
3;64940;3
3;64992;2
3;69217;1
3;70783;0
4;0;9
4;872;8
4;1078;9
4;1811;10
4;2861;11
4;3041;10
4;4182;11
4;4369;10
4;4369;11
4;4779;12
4;5327;11
4;6372;10
4;14262;11
4;16503;10
4;17766;9
4;25510;8
4;26383;7
4;27084;6
4;27398;5
4;28342;4
4;29441;3
4;29458;2
4;33629;1
4;35147;0
5;0;12
5;1472;11
5;3191;10
5;3270;9
5;4474;8
5;4576;7
5;5690;6
5;6786;5
5;7813;4
5;20837;3
5;25875;2
5;28367;1
5;32117;0
6;0;13
6;494;12
6;736;13
6;1709;12
6;1731;11
6;1794;10
6;2570;9
6;2987;8
6;3187;7
6;3531;6
6;3531;7
6;5295;6
6;8190;5
6;9176;4
6;29009;3
6;29043;2
6;29748;1
6;30813;2
6;33241;3
6;33393;2
6;34562;3
6;35436;2
6;40754;3
6;43182;2
6;45419;3
6;46273;4
6;46963;5
6;47292;6
6;47672;5
6;47800;4
6;47804;3
6;47874;2
6;48210;3
6;48343;2
6;48555;3
6;48614;2
6;48623;3
6;48628;4
6;49051;5
6;49552;6
6;49831;7
6;49983;8
6;50262;9
6;50767;8
6;50920;9
6;51349;8
6;51527;9
6;51597;10
6;51931;11
6;52079;12
6;52177;11
6;52216;12
6;52299;13
6;52406;12
6;52546;11
6;52588;12
6;52693;11
6;52791;10
6;52930;11
6;52960;10
6;53116;11
6;53123;12
6;53200;13
6;53283;14
6;53372;13
6;53450;12
6;53464;13
6;53713;12
6;53765;11
6;53844;10
6;53895;9
6;54104;10
6;54262;9
6;54296;10
6;54402;11
6;54755;10
6;54912;11
6;54991;10
6;55111;11
6;55149;10
6;55188;9
6;55205;10
6;55347;11
6;55774;10
6;55824;11
6;55858;10
6;55995;9
6;56245;10
6;56295;9
6;56574;10
6;56582;11
6;56643;12
6;56790;13
6;56865;14
6;56949;13
6;57110;14
6;57479;15
6;57524;14
6;57638;13
6;57813;14
6;57848;13
6;57926;14
6;58132;13
6;58294;12
6;58514;11
6;58754;10
6;58957;9
6;59094;10
6;59261;11
6;59279;12
6;59647;13
6;59740;14
6;59873;15
6;59922;16
6;59989;15
6;60158;16
6;60163;17
6;60279;18
6;60294;17
6;60366;18
6;60443;19
6;60494;18
6;60606;19
6;60729;20
6;60773;19
6;60888;20
6;61055;19
6;61148;18
6;61249;17
6;61271;16
6;61344;17
6;61572;18
6;61622;17
6;61633;16
6;61690;15
6;61787;16
6;61905;17
6;61949;18
6;62257;17
6;62285;18
6;62326;19
6;62327;20
6;62467;21
6;62721;20
6;62725;21
6;62850;20
6;62868;21
6;62871;20
6;63135;21
6;63165;22
6;63324;23
6;63357;24
6;63363;25
6;63427;26
6;63475;27
6;63543;26
6;63613;27
6;63779;26
6;63986;27
6;64022;26
6;64058;25
6;64262;24
6;64300;25
6;64369;24
6;64603;25
6;64659;26
6;64679;27
6;64883;26
6;65144;25
6;65160;26
6;65352;25
6;65355;24
6;65458;23
6;65503;22
6;65550;21
6;65655;20
6;65680;19
6;65705;20
6;65719;21
6;65932;20
6;65957;19
6;66052;20
6;66178;21
6;66184;22
6;66194;21
6;66376;20
6;66382;21
6;66384;22
6;66478;23
6;66492;22
6;66629;23
6;66651;24
6;66892;25
6;66974;24
6;66986;25
6;67056;26
6;67170;27
6;67307;26
6;67342;27
6;67387;26
6;67470;25
6;67502;26
6;67537;27
6;67610;26
6;67617;27
6;67693;26
6;67740;25
6;67753;26
6;67769;27
6;67818;26
6;67839;25
6;67854;26
6;67907;27
6;67948;26
6;67953;27
6;68023;26
6;68023;27
6;68118;26
6;68135;25
6;68453;24
6;68525;25
6;68537;24
6;68547;23
6;68714;24
6;68719;23
6;68876;22
6;68880;23
6;68946;22
6;68982;21
6;68994;22
6;68998;21
6;69028;22
6;69044;23
6;69076;24
6;69100;23
6;69145;24
6;69147;23
6;69324;24
6;69327;25
6;69363;26
6;69366;27
6;69498;26
6;69561;25
6;69588;26
6;69690;25
6;69729;26
6;69732;27
6;69826;26
6;69830;27
6;69909;26
6;69994;25
6;70001;24
6;70035;25
6;70140;24
6;70156;25
6;70183;24
6;70200;25
6;70316;26
6;70331;27
6;70392;26
6;70392;27
6;70795;26
6;70799;27
6;71043;26
6;71279;25
6;71384;24
6;71673;25
6;71794;26
6;72004;27
6;72274;26
6;72284;27
6;72333;26
6;72333;27
6;72592;26
6;72632;27
6;72761;26
6;72788;27
6;73205;26
6;73316;25
6;73430;26
6;73439;25
6;73493;26
6;73536;25
6;73537;24
6;73600;23
6;73608;24
6;73779;23
6;73879;24
6;73928;25
6;73972;26
6;73982;27
6;74425;26
6;74456;27
6;74547;26
6;74670;27
6;74792;26
6;74802;25
6;74856;26
6;74895;25
6;74942;24
6;74963;25
6;75030;24
6;75033;23
6;75162;24
6;75173;25
6;75274;24
6;75316;23
6;75316;22
6;75327;23
6;75330;24
6;75535;23
6;75767;24
6;75942;25
6;75951;26
6;76231;27
6;76270;26
6;76271;27
6;76985;26
6;77177;27
6;77281;26
6;77354;27
6;77466;26
6;77622;25
6;77650;26
6;77724;27
6;77791;26
6;77820;27
6;77870;26
6;77890;25
6;77899;24
6;78013;25
6;78051;24
6;78086;25
6;78117;26
6;78369;27
6;78381;26
6;78396;25
6;78400;24
6;78438;25
6;78499;26
6;78619;25
6;78702;26
6;78742;27
6;78819;26
6;78839;25
6;78839;26
6;78939;25
6;78976;24
6;79088;25
6;79136;26
6;79146;27
6;79217;26
6;79299;27
6;79391;26
6;79392;27
6;79432;26
6;79441;27
6;79551;26
6;79589;27
6;79606;26
6;79704;25
6;79707;24
6;79831;23
6;80306;22
6;80590;23
6;80889;24
6;80953;25
6;80959;26
6;81101;27
6;81311;26
6;81323;27
6;81339;26
6;81485;25
6;81507;24
6;81514;23
6;81680;22
6;81722;23
6;81824;22
6;81963;23
6;82130;24
6;82174;25
6;82195;26
6;82328;27
6;82720;26
6;82866;27
6;83283;26
6;83443;25
6;83719;24
6;83721;25
6;83751;26
6;84002;25
6;84179;24
6;84298;25
6;84367;26
6;84384;25
6;84471;24
6;84504;23
6;84534;22
6;84630;21
6;84692;22
6;84721;21
6;84772;20
6;84903;21
6;84958;20
6;85029;21
6;85078;22
6;85144;21
6;85311;22
6;85586;21
6;85771;22
6;85951;23
6;85959;22
6;85983;21
6;86861;22
7;0;12
7;324;11
7;1465;10
7;1479;9
7;1483;8
7;2212;9
7;2285;8
7;2807;7
7;3729;8
7;5435;7
7;5866;8
7;9969;7
7;21693;6
7;26248;5
7;26856;4
7;28962;3
7;29146;2
7;29326;1
7;38722;2
7;39450;3
7;39480;4
7;39861;5
7;39979;6
7;40027;7
7;40044;8
7;40139;9
7;40393;10
7;40412;9
7;40501;10
7;40546;11
7;40704;10
7;40813;11
7;40920;12
7;40968;13
7;41081;14
7;41134;15
7;41176;16
7;41179;17
7;41236;18
7;41281;19
7;41389;20
7;41524;21
7;41924;20
7;41936;21
7;42021;22
7;42160;23
7;42273;24
7;43001;23
7;43126;24
7;44846;23
7;45002;24
7;47141;23
7;47302;24
7;48659;23
7;49216;24
7;49498;23
7;49556;22
7;49616;23
7;49684;24
7;49991;23
7;50404;24
7;50551;23
7;50897;24
7;51351;23
7;51422;24
7;53117;23
7;53264;22
7;53758;23
7;54111;24
7;54413;23
7;54897;22
7;54953;23
7;55031;22
7;55091;21
7;55222;22
7;55429;21
7;55725;20
7;55959;21
7;56273;20
7;56308;19
7;56397;20
7;56632;21
7;56633;22
7;56993;21
7;57381;22
7;57421;23
7;57712;24
7;57807;23
7;57810;24
7;57920;23
7;58206;22
7;58298;23
7;58580;24
7;59128;23
7;59438;24
7;59650;23
7;60012;24
7;60077;23
7;60144;22
7;60585;21
7;61108;22
7;61218;23
7;61677;24
7;61786;23
7;61832;22
7;61946;21
7;62339;22
7;62358;21
7;62380;22
7;62543;21
7;62624;22
7;63126;23
7;63179;24
7;63383;23
7;63596;22
7;63668;23
7;63706;24
7;63904;23
7;64000;22
7;64667;23
7;64828;24
7;65143;23
7;65298;24
7;65460;23
7;65540;22
7;65651;23
7;65657;24
7;65741;23
7;65803;24
7;66153;23
7;66183;24
7;66204;23
7;66306;24
7;66368;23
7;66387;22
7;66561;21
7;66572;20
7;66649;19
7;66814;18
7;66958;17
7;67079;16
7;67224;17
7;67642;18
7;68048;19
7;68333;20
7;68358;19
7;68736;18
7;68868;17
7;69358;18
7;69532;19
7;69681;18
7;69810;19
7;69872;20
7;70026;19
7;70276;20
7;70348;19
7;70479;18
7;70690;19
7;71044;18
7;71085;19
7;71465;18
7;71554;19
7;71690;18
7;71758;19
7;71763;20
7;71944;19
7;72022;20
7;72075;21
7;72269;22
7;72274;23
7;72357;24
7;72850;23
7;73012;24
7;73227;23
7;73444;24
7;73725;23
7;74218;24
7;74327;23
7;74356;22
7;74464;23
7;74496;22
7;74496;23
7;74708;22
7;74789;23
7;74790;22
7;74830;23
7;74895;24
7;74979;23
7;74984;22
7;74997;23
7;75065;22
7;75113;23
7;75148;22
7;75214;23
7;75415;22
7;75731;21
7;75877;20
7;75917;21
7;75952;20
7;76148;21
7;76506;22
7;76624;23
7;76661;22
7;76709;23
7;76749;22
7;76796;23
7;76930;24
7;77163;23
7;77586;24
7;77622;23
7;77641;24
7;77698;23
7;77749;24
7;78087;23
7;78226;22
7;78260;23
7;78277;22
7;78370;23
7;78443;22
7;78622;21
7;79008;22
7;79162;23
7;79170;24
7;79196;23
7;79351;24
7;79535;23
7;79615;22
7;79861;21
7;79949;22
7;80497;21
7;80513;20
7;80841;19
7;81089;18
7;81282;19
7;81420;20
7;81490;21
7;81816;20
7;82197;21
7;82396;20
7;82512;19
7;82513;18
7;82536;17
7;82567;16
7;82630;15
7;82684;14
7;82743;13
7;82867;12
7;82869;13
7;82974;14
7;83369;15
7;84113;14
7;84127;13
7;84182;12
7;84295;13
7;84946;12
7;84958;11
7;86133;12
8;0;10
8;1351;9
8;7272;8
8;11747;7
8;14576;6
