"id";"time";"available bikes"
1;0;12
1;1446;11
1;2182;10
1;2333;9
1;2657;8
1;2916;7
1;2938;6
1;3262;5
1;3331;4
1;4931;3
1;5760;2
1;5831;1
1;9136;0
1;12010;1
1;12266;0
1;27989;1
1;28323;2
1;28520;3
1;29065;4
1;29274;5
1;29401;6
1;29466;7
1;29683;8
1;29718;9
1;30177;10
1;30460;9
1;30754;10
1;31079;9
1;31585;10
1;32015;11
1;32088;12
1;32259;13
1;32356;14
1;32410;15
1;32550;16
1;33046;17
1;33048;18
1;33068;19
1;33201;20
1;33260;21
1;33339;22
1;33368;23
1;33381;24
1;34174;23
1;34369;22
1;34461;21
1;34466;20
1;34598;19
1;34748;18
1;34782;17
1;34947;16
1;35148;15
1;35198;16
1;35249;15
1;35253;14
1;35253;15
1;35385;16
1;35505;17
1;35512;18
1;35577;19
1;35595;20
1;35654;21
1;35665;22
1;35744;23
1;36070;24
1;36725;23
1;36791;22
1;37005;21
1;37504;22
1;39091;21
1;39708;22
1;39992;23
1;40010;24
1;47222;23
1;47303;22
1;47321;21
1;47343;20
1;47398;19
1;47547;18
1;47701;17
1;47734;16
1;47754;15
1;47785;14
1;47904;13
1;48091;12
1;48349;11
1;50265;10
1;50275;11
1;50608;10
1;50809;9
1;51412;8
1;51476;7
1;51502;6
1;51526;7
1;51816;6
1;51913;5
1;51950;4
1;52132;3
1;52169;4
1;52267;3
1;52300;2
1;52335;3
1;52354;2
1;52365;3
1;52379;4
1;52695;5
1;53019;4
1;53044;5
1;53109;4
1;53162;3
1;53206;2
1;53213;3
1;53223;2
1;53313;1
1;53409;2
1;53490;3
1;55750;4
1;56538;3
1;56669;2
1;56721;1
1;56730;0
1;57580;1
1;57951;2
1;58085;3
1;58112;4
1;58203;5
1;58423;6
1;58644;5
1;58648;4
1;58767;3
1;58851;4
1;59076;3
1;59204;2
1;59339;1
1;59403;0
1;59724;1
1;60203;2
1;60220;3
1;60690;2
1;60691;1
1;60751;0
1;61137;1
1;61149;0
1;61179;1
1;61416;2
1;61712;1
1;61886;0
1;63590;1
1;63687;2
1;63919;3
1;64085;4
1;64101;5
1;64164;6
1;64363;7
1;64409;8
1;64423;9
1;64466;8
1;64480;7
1;64556;8
1;64675;7
1;64684;6
1;64685;7
1;64758;6
1;64812;7
1;64816;6
1;64931;5
1;64977;4
1;65009;3
1;65066;2
1;65110;3
1;65152;2
1;65244;3
1;65284;4
1;65354;5
1;65433;6
1;65531;7
1;65531;8
1;65546;9
1;65603;10
1;65641;11
1;65667;12
1;65796;13
1;65869;14
1;65942;13
1;66011;12
1;66011;13
1;66494;12
1;66529;11
1;66552;10
1;66566;9
1;66583;8
1;66591;7
1;66594;6
1;66697;5
1;66698;6
1;66757;5
1;67081;6
1;67147;5
1;67278;6
1;68813;7
1;68893;6
1;69450;5
1;69660;6
1;69666;7
1;69738;8
1;69813;9
1;69818;10
1;69858;11
1;69882;12
1;69919;13
1;69951;14
1;70004;15
1;70041;16
1;70078;17
1;70226;18
1;70262;19
1;70358;20
1;70396;21
1;70461;22
1;70602;23
1;71187;22
1;71208;23
1;71306;24
1;71814;23
1;71863;22
1;71890;21
1;71931;20
1;72056;19
1;72095;18
1;72403;19
1;72655;20
1;72682;21
1;72692;22
1;72733;23
1;73002;24
1;74086;23
1;74099;22
1;74181;21
1;74345;20
1;74345;21
1;74492;20
1;74562;21
1;74604;22
1;74645;23
1;74761;24
1;76446;23
1;76504;22
1;76554;21
1;76579;20
1;76631;19
1;76640;18
1;76757;17
1;76818;16
1;76843;15
1;76886;14
1;76915;13
1;77033;12
1;77046;11
1;77062;10
1;77070;9
1;77070;10
1;77080;11
1;77271;10
1;77626;11
1;77709;12
1;77977;13
1;78901;12
1;78995;11
1;78999;10
1;79183;9
1;79266;8
1;79274;7
1;79289;6
1;79373;5
1;79438;4
1;79451;5
1;79572;6
1;79638;5
1;79898;4
1;80923;5
1;81160;6
1;82503;7
1;84977;6
1;85052;5
1;85123;4
1;85226;3
1;85321;2
1;85629;1
2;0;12
2;863;11
2;897;10
2;909;9
2;1073;10
2;1092;9
2;1095;8
2;1102;7
2;1134;6
2;1241;5
2;1287;4
2;1320;3
2;1377;2
2;1419;1
2;1440;0
2;1440;1
2;1557;0
2;1557;1
2;1594;0
2;2106;1
2;2322;2
2;2330;3
2;2373;4
2;2426;5
2;2461;6
2;2465;7
2;2640;8
2;2725;9
2;3001;10
2;3050;9
2;3078;8
2;3212;9
2;3248;8
2;3287;7
2;3343;6
2;3413;5
2;3416;4
2;3455;3
2;3462;2
2;3500;1
2;3511;2
2;3530;1
2;3530;2
2;3534;1
2;3567;0
2;3898;1
2;3954;2
2;4158;3
2;4266;4
2;4324;5
2;4430;6
2;4448;7
2;4458;8
2;4785;9
2;5108;10
2;5110;9
2;5130;8
2;5321;9
2;5414;10
2;5624;11
2;5938;12
2;6262;11
2;6606;12
2;6658;11
2;6958;12
2;7194;13
2;7312;14
2;7358;15
2;7493;14
2;7684;13
2;7731;12
2;7799;11
2;8327;10
2;8346;9
2;8356;10
2;8682;11
2;8832;12
2;9873;11
2;9918;10
2;9923;9
2;9963;8
2;10038;9
2;10199;10
2;10244;9
2;10650;10
2;11015;11
2;11243;12
2;12654;13
2;13206;14
2;13411;13
2;13649;12
2;13733;11
2;13800;10
2;14721;9
2;15444;8
2;16706;9
2;17371;10
2;20232;9
2;20418;8
2;20997;9
2;22036;8
2;22731;9
2;22960;10
2;25978;11
2;26188;10
2;26374;9
2;26395;10
2;26791;11
2;28425;10
2;28716;9
2;28838;8
2;28955;7
2;29129;6
2;29184;5
2;29264;4
2;29568;3
2;29594;2
2;29699;1
2;29699;2
2;29745;1
2;29853;0
2;29992;1
2;30049;0
2;30483;1
2;30861;2
2;30958;3
2;31053;4
2;31141;5
2;31150;6
2;31156;5
2;31188;6
2;31232;7
2;31235;8
2;31255;9
2;31381;8
2;31393;7
2;31394;8
2;31529;9
2;31670;8
2;31807;7
2;31832;6
2;32165;5
2;32690;4
2;32789;3
2;33039;2
2;33671;3
2;33745;2
2;33794;1
2;33847;2
2;33996;1
2;34109;0
2;34327;1
2;34331;2
2;34381;1
2;34415;0
2;34548;1
2;34574;0
2;34632;1
2;34648;0
2;34715;1
2;34820;2
2;34914;3
2;34926;4
2;34978;5
2;35159;6
2;35192;5
2;35199;4
2;35340;5
2;35349;6
2;35364;7
2;35503;8
2;35565;7
2;35811;6
2;35932;5
2;35961;4
2;36064;3
2;36071;2
2;36084;1
2;36093;0
2;37023;1
2;37039;2
2;37112;3
2;37138;4
2;37148;5
2;37190;6
2;37461;7
2;37496;6
2;37603;7
2;37607;6
2;37661;5
2;37756;4
2;37760;5
2;37837;4
2;37874;3
2;37897;2
2;37912;1
2;38095;0
2;38683;1
2;38918;2
2;39032;3
2;39124;4
2;39208;3
2;39265;4
2;39374;3
2;39522;2
2;39572;1
2;40344;2
2;40366;3
2;40380;4
2;40411;5
2;40435;4
2;40450;5
2;40578;6
2;40598;5
2;40639;4
2;40639;5
2;40706;6
2;40786;5
2;40960;4
2;40976;5
2;41029;4
2;41174;3
2;41272;2
2;41340;3
2;41505;2
2;41635;1
2;41795;2
2;41828;3
2;41863;4
2;42121;3
2;42158;4
2;42281;5
2;42345;6
2;42665;5
2;42739;4
2;42745;3
2;42745;4
2;42781;3
2;43148;2
2;43348;1
2;43464;2
2;43515;3
2;43682;4
2;43778;5
2;43851;6
2;43969;7
2;44023;8
2;44066;9
2;44088;10
2;44119;11
2;44126;12
2;44159;13
2;44229;14
2;44245;15
2;44270;14
2;44479;13
2;44502;12
2;44520;11
2;44533;10
2;44546;11
2;44558;10
2;44657;9
2;44661;8
2;44661;9
2;44704;8
2;44704;9
2;44735;8
2;44782;9
2;44858;8
2;44910;7
2;44973;6
2;45005;5
2;45021;6
2;45085;5
2;45112;6
2;45205;5
2;45372;4
2;45377;5
2;45382;4
2;45425;5
2;45426;6
2;45452;5
2;45509;6
2;45582;7
2;45643;8
2;45689;7
2;45910;8
2;45940;7
2;46193;6
2;46264;5
2;46292;4
2;46365;3
2;46654;2
2;46661;1
2;46682;0
2;47207;1
2;47650;0
2;47658;1
2;47765;0
2;47910;1
2;47918;0
2;47926;1
2;47981;0
2;48028;1
2;48047;0
2;48181;1
2;48263;2
2;48264;3
2;48278;4
2;48317;5
2;48328;6
2;48352;7
2;48445;8
2;48463;9
2;48467;10
2;48485;9
2;48561;8
2;48674;9
2;48734;8
2;48755;9
2;48778;8
2;48787;7
2;48967;6
2;48980;5
2;49003;6
2;49030;5
2;49121;4
2;49185;3
2;49189;4
2;49200;3
2;49219;2
2;49226;3
2;49268;2
2;49302;1
2;49303;0
2;49311;1
2;49337;0
2;49577;1
2;49585;0
2;49816;1
2;49838;0
2;50293;1
2;50451;2
2;50674;1
2;50760;2
2;50768;1
2;50783;0
2;50978;1
2;51002;0
2;51251;1
2;51280;0
2;51590;1
2;51688;0
2;51713;1
2;51714;2
2;51721;3
2;51772;4
2;51840;5
2;51844;4
2;51859;3
2;51895;4
2;51923;5
2;51950;6
2;52019;5
2;52090;6
2;52108;7
2;52147;6
2;52153;5
2;52162;4
2;52169;3
2;52173;2
2;52228;1
2;52258;0
2;52547;1
2;52569;0
2;52856;1
2;53085;2
2;53133;3
2;53199;4
2;53246;3
2;53259;2
2;53406;3
2;53534;2
2;53545;3
2;53556;2
2;53576;3
