simulation time (min);1440.0;only events that occure within the simulation time are considered (changes after that time are ignored)
id;emptytime (min);average deviation from halfcapacity;Successful bike reservations;Failed bike reservations;Successful slot reservations;Failed slot reservations;Successful bike rentals;Failed bike rentals;Successful bike returns;Failed bike returns
36;311.8833333333333;4.4634375;0;0;0;0;47;0;39;0
38;19.15;6.801574074074074;0;0;0;0;106;0;107;2
39;60.88333333333333;6.895428240740741;0;0;0;0;48;1;40;0
40;4.733333333333333;6.107210648148148;0;0;0;0;52;0;51;0
41;124.45;4.738240740740741;0;0;0;0;102;1;114;0
42;153.83333333333334;5.93599537037037;0;0;0;0;92;1;86;0
43;15.033333333333333;6.4774363425925925;0;0;0;0;168;0;157;0
44;153.31666666666666;6.444363425925926;0;0;0;0;65;0;64;0
45;0.0;3.4416608796296297;0;0;0;0;136;0;135;1
46;0.0;6.824027777777777;0;0;0;0;104;0;100;0
47;237.11666666666667;6.405717592592593;0;0;0;0;80;0;65;0
48;37.516666666666666;6.193940972222222;0;0;0;0;88;0;87;0
49;12.75;3.60609375;0;0;0;0;97;0;113;0
50;322.7;9.362164351851852;0;0;0;0;57;3;48;0
51;171.1;6.432199074074074;0;0;0;0;52;1;60;3
52;114.6;4.480740740740741;0;0;0;0;98;0;93;0
53;85.8;6.294722222222222;0;0;0;0;68;0;82;1
54;0.0;4.849837962962963;0;0;0;0;80;0;88;0
55;0.0;5.27197337962963;0;0;0;0;73;0;86;0
56;0.0;6.069814814814815;0;0;0;0;87;0;90;0
57;65.16666666666667;5.613148148148148;0;0;0;0;156;2;172;1
58;13.416666666666666;5.428836805555555;0;0;0;0;144;0;137;2
59;87.86666666666666;6.4028935185185185;0;0;0;0;128;0;116;1
60;0.0;7.693564814814815;0;0;0;0;63;0;67;2
61;462.65;8.603761574074074;0;0;0;0;25;0;22;0
62;45.166666666666664;4.514212962962963;0;0;0;0;115;0;122;0
63;105.15;5.6563136574074075;0;0;0;0;65;0;65;0
64;0.0;4.448622685185185;0;0;0;0;82;0;106;2
65;0.0;6.352511574074074;0;0;0;0;77;0;89;0
66;0.0;4.216886574074074;0;0;0;0;46;0;46;0
67;0.0;3.0651967592592593;0;0;0;0;60;0;66;0
69;0.0;3.0917708333333334;0;0;0;0;39;0;48;0
71;46.25;5.156331018518519;0;0;0;0;71;0;86;0
72;45.483333333333334;3.697795138888889;0;0;0;0;38;0;39;0
73;0.0;5.295862268518518;0;0;0;0;70;0;83;0
74;32.3;4.810451388888889;0;0;0;0;102;0;85;0
75;0.0;4.132824074074074;0;0;0;0;76;0;77;0
76;0.0;5.580497685185185;0;0;0;0;63;0;63;0
77;0.0;5.738425925925926;0;0;0;0;60;0;72;1
78;0.0;3.651921296296296;0;0;0;0;76;0;58;0
79;23.016666666666666;5.411574074074074;0;0;0;0;95;0;99;3
80;0.0;5.0471875;0;0;0;0;58;0;67;2
81;87.18333333333334;4.891585648148149;0;0;0;0;68;0;67;0
82;0.0;5.813587962962963;0;0;0;0;68;0;97;3
83;16.916666666666668;6.678645833333333;0;0;0;0;105;0;118;1
84;0.0;5.996736111111111;0;0;0;0;83;0;78;1
85;0.0;7.802760416666667;0;0;0;0;36;0;38;1
86;0.0;4.775671296296296;0;0;0;0;75;0;79;0
87;87.95;5.162094907407408;0;0;0;0;51;0;59;0
88;0.0;1.8999421296296297;0;0;0;0;19;0;16;0
89;0.0;5.088414351851852;0;0;0;0;51;0;62;1
90;0.0;3.3805266203703703;0;0;0;0;164;0;153;0
91;115.0;4.324450231481482;0;0;0;0;92;0;72;0
92;60.4;7.569837962962963;0;0;0;0;58;0;53;0
93;0.0;4.217858796296296;0;0;0;0;59;0;55;1
94;0.0;5.746828703703704;0;0;0;0;58;0;57;0
95;85.96666666666667;6.5747685185185185;0;0;0;0;74;0;65;0
96;0.0;4.700787037037037;0;0;0;0;73;0;81;0
97;135.81666666666666;7.069675925925926;0;0;0;0;48;0;48;0
98;81.9;7.595543981481481;0;0;0;0;41;0;32;0
99;97.08333333333333;4.941730324074074;0;0;0;0;77;0;68;0
100;220.93333333333334;6.380706018518518;0;0;0;0;47;0;45;0
101;13.316666666666666;4.645399305555555;0;0;0;0;48;0;36;0
102;0.0;3.92703125;0;0;0;0;61;0;57;0
103;0.0;3.200451388888889;0;0;0;0;71;0;64;0
104;0.0;4.900023148148148;0;0;0;0;41;0;32;0
105;209.41666666666666;7.789398148148148;0;0;0;0;30;0;31;0
