simulatiuon time (min);1440.0;only events that occure within the simulation time are considered (users not finishing up to this time are ignored)
id;finished in simulationtime;appearance time (sec form start);get bike time (sec from start);return bike time (sec from start);at final destination (sec from start);total time (min);additional time used over best aproximate time (min);exit reason;Successful bike reservations;Failed bike reservations;Successful slot reservations;Failed slot reservations;Successful bike rentals;Failed bike rentals;Successful bike returns;Failed bike returns;Time waited to retry
2249;yes;11060;11349;11554;11789;12.15;8.483333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2250;yes;11089;11422;12280;12830;29.016666666666666;14.666666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2251;yes;11090;11090;11432;11432;5.7;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2252;yes;11094;11533;11884;12409;21.916666666666668;16.85;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2253;yes;11102;11102;12334;12334;20.533333333333335;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2254;yes;11111;11392;11898;12350;20.65;16.05;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2255;yes;11113;11625;12131;12503;23.166666666666668;14.616666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2256;yes;11130;11463;13699;13972;47.36666666666667;12.05;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2257;yes;11134;11349;11672;11672;8.966666666666667;5.5;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2258;yes;11142;11747;12646;12861;28.65;12.25;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2259;yes;11142;11585;12693;12882;29.0;14.1;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2260;yes;11153;11602;11905;12153;16.666666666666668;14.4;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2261;yes;11157;11333;12587;13039;31.366666666666667;14.25;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2262;yes;11167;11486;15827;15827;77.66666666666667;8.55;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2263;yes;11185;11185;11624;11624;7.316666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2264;yes;11200;11200;11414;11785;9.75;7.966666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2265;yes;11201;11483;11903;12433;20.533333333333335;14.316666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2266;yes;11203;11768;12298;12498;21.583333333333332;12.933333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2267;yes;11221;11221;11777;11777;9.266666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2268;yes;11232;11554;12170;13085;30.883333333333333;12.666666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2269;yes;11233;11714;13712;13712;41.31666666666667;7.55;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2270;yes;11234;11720;12432;12827;26.55;16.5;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2271;yes;11234;11690;12139;12607;22.883333333333333;18.75;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2272;yes;11248;11537;12417;12855;26.783333333333335;15.75;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2273;yes;11253;11583;12210;12477;20.4;11.216666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2274;yes;11259;11863;12522;12522;21.05;11.116666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2275;yes;11262;11721;12287;12633;22.85;13.766666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2276;yes;11263;11785;12450;12796;25.55;15.216666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2277;yes;11273;11578;13472;13872;43.31666666666667;16.45;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2278;yes;11278;11695;12031;12487;20.15;13.333333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2279;yes;11280;11671;12555;12913;27.216666666666665;12.616666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2280;yes;11286;11895;12572;12891;26.75;15.733333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2281;yes;11289;11716;12821;12821;25.533333333333335;6.333333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2282;yes;11290;11579;12595;12595;21.75;5.35;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2283;yes;11293;11653;12537;12954;27.683333333333334;17.05;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2284;yes;11302;11762;12648;12930;27.133333333333333;14.966666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2285;yes;11304;11840;12329;12675;22.85;12.75;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2286;yes;11322;11702;12490;12974;27.533333333333335;14.566666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2287;yes;11329;11799;12798;12798;24.483333333333334;8.566666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2288;yes;11339;11767;17513;17889;109.16666666666667;16.533333333333335;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2289;yes;11354;11859;13103;13103;29.15;7.083333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2290;yes;11357;11879;12380;12688;22.183333333333334;15.733333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2291;yes;11361;11651;12174;12174;13.55;5.883333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2292;yes;11397;11769;12061;12461;17.733333333333334;13.35;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2293;yes;11401;11698;12156;12156;12.583333333333334;6.033333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2294;yes;11402;11873;12231;12741;22.316666666666666;15.133333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2295;yes;11403;11705;12255;12255;14.2;5.05;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2296;yes;11428;11973;12640;12922;24.9;14.116666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2297;yes;11457;12123;13167;13509;34.2;15.366666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2298;yes;11464;11950;11950;12150;11.433333333333334;11.566666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2299;yes;11475;11860;12655;12655;19.666666666666668;5.766666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2300;yes;11481;11966;12896;13210;28.816666666666666;11.133333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2301;yes;11481;11481;12213;12749;21.133333333333333;8.266666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2302;yes;11484;11969;12294;12542;17.633333333333333;9.716666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2303;yes;11485;11910;12728;12981;24.933333333333334;9.8;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2304;yes;11496;11982;12611;12611;18.583333333333332;9.65;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2305;yes;11496;12030;12543;13093;26.616666666666667;19.55;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2306;yes;11497;11497;16698;17104;93.45;9.716666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2307;yes;11498;11498;12235;12691;19.883333333333333;9.733333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2308;yes;11499;12004;12540;13052;25.883333333333333;16.083333333333332;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2309;yes;11500;11966;12749;13228;28.8;17.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2310;yes;11514;11963;13260;13719;36.75;16.7;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2311;yes;11548;12124;12660;13105;25.95;19.383333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2312;yes;11553;11901;13753;14165;43.53333333333333;13.35;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2313;yes;11554;11936;11936;12266;11.866666666666667;9.416666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2314;yes;11556;12061;12328;12559;16.716666666666665;12.866666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2315;yes;11562;11571;12410;12880;21.966666666666665;11.55;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2316;yes;11564;11974;12504;13023;24.316666666666666;13.7;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2317;yes;11568;11568;12378;12768;20.0;8.333333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2318;yes;11568;11568;12559;12859;21.516666666666666;6.183333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2319;yes;11571;11757;12242;12481;15.166666666666666;6.833333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2320;yes;11584;12097;12581;13065;24.683333333333334;17.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2321;yes;11595;11957;12361;12361;12.766666666666667;6.783333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2322;yes;11603;11603;12795;13186;26.383333333333333;5.783333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2323;yes;11611;12103;12360;12360;12.483333333333333;6.65;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2324;yes;11615;11615;12078;12378;12.716666666666667;6.85;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2325;yes;11620;12002;12446;12905;21.416666666666668;10.283333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2326;yes;11628;12196;12549;13236;26.8;13.9;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2327;yes;11643;12071;17800;18193;109.16666666666667;15.633333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2328;yes;11678;12159;13138;13648;32.833333333333336;17.533333333333335;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2329;yes;11681;11934;13434;13434;29.216666666666665;5.983333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2330;yes;11682;11682;12490;12870;19.8;7.95;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2331;yes;11682;12231;12968;12968;21.433333333333334;11.6;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2332;yes;11695;11812;12538;12689;16.566666666666666;4.816666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2333;yes;11703;12248;12565;13009;21.766666666666666;16.583333333333332;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2334;yes;11714;12194;14915;15197;58.05;14.033333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2335;yes;11730;12096;12506;12859;18.816666666666666;11.166666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2336;yes;11749;12341;12792;13153;23.4;14.016666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2337;yes;11751;12319;12880;12880;18.816666666666666;6.733333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2338;yes;11754;12225;12637;12637;14.716666666666667;6.366666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2339;yes;11754;12156;13249;13517;29.383333333333333;11.366666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2340;yes;11770;12136;12267;12669;14.983333333333333;12.433333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2341;yes;11772;12182;12484;12994;20.366666666666667;13.566666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2342;yes;11776;11990;12241;12501;12.083333333333334;7.2;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2343;yes;11792;12357;12357;12644;14.2;13.316666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2344;yes;11799;12151;12691;13164;22.75;14.15;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2345;yes;11809;12219;12550;12993;19.733333333333334;15.7;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2346;yes;11819;12332;12807;13083;21.066666666666666;13.566666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2347;yes;11831;12125;16368;16852;83.68333333333334;13.75;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2348;yes;11846;12382;12595;12826;16.333333333333332;11.5;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2349;yes;11849;12394;13219;13639;29.833333333333332;13.966666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2350;yes;11858;12226;12395;12395;8.95;4.666666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2351;yes;11865;12280;13333;13450;26.416666666666668;8.9;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2352;yes;11868;12334;12869;13235;22.783333333333335;15.416666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2353;yes;11873;12156;12913;13086;20.216666666666665;6.016666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2354;yes;11873;12286;12985;13495;27.033333333333335;18.3;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2355;yes;11880;11880;12695;12910;17.166666666666668;2.8666666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2356;yes;11885;11885;13094;13564;27.983333333333334;9.433333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2357;yes;11891;12421;13261;13566;27.916666666666668;17.15;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2358;yes;11907;12214;12825;13288;23.016666666666666;10.15;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2359;yes;11911;12182;12928;13245;22.233333333333334;11.05;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2360;yes;11919;12409;12870;12870;15.85;9.416666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2361;yes;11922;11922;14154;14459;42.28333333333333;7.55;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2362;yes;11924;12390;13988;14454;42.166666666666664;15.65;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2363;yes;11925;12217;12946;13337;23.533333333333335;10.566666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2364;yes;11928;12504;13014;13372;24.066666666666666;15.6;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2365;yes;11930;12212;14525;14942;50.2;16.35;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2366;yes;11937;12247;13586;14067;35.5;11.183333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2367;yes;11938;11938;12502;12901;16.05;6.3;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2368;yes;11957;12407;13443;13863;31.766666666666666;18.166666666666668;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2369;yes;11974;12479;12926;13375;23.35;16.383333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2370;yes;11976;11976;12704;13176;20.0;7.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2371;yes;12004;12629;12629;13110;18.433333333333334;15.566666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2372;yes;12005;12005;12772;12772;12.783333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2373;yes;12028;12028;12982;13242;20.233333333333334;3.533333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2374;yes;12030;12595;13457;13631;26.683333333333334;13.7;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2375;yes;12036;12036;12704;13197;19.35;7.533333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2376;yes;12037;12037;12066;12525;8.133333333333333;6.3;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2377;yes;12057;12057;12528;12947;14.833333333333334;4.633333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2378;yes;12075;12620;13361;13949;31.233333333333334;19.666666666666668;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2379;yes;12093;12463;16559;16935;80.7;12.2;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2380;yes;12095;12581;14927;15348;54.21666666666667;16.166666666666668;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2381;yes;12130;12632;13399;13399;21.15;10.233333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2382;yes;12138;12138;13191;13490;22.533333333333335;6.916666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2383;yes;12145;12447;13210;13884;28.983333333333334;13.083333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2384;yes;12179;12471;14019;14512;38.88333333333333;16.916666666666668;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2385;yes;12182;12505;13564;14230;34.13333333333333;15.466666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2386;yes;12198;12198;12798;13088;14.833333333333334;6.35;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2387;yes;12211;12211;12677;12677;7.766666666666667;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2388;yes;12211;12211;12602;13050;13.983333333333333;8.733333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2389;yes;12215;12215;13006;13323;18.466666666666665;6.183333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2390;yes;12216;12726;13322;13738;25.366666666666667;13.566666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2391;yes;12222;12602;13390;13633;23.516666666666666;10.416666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2392;yes;12236;12498;13177;13177;15.683333333333334;6.616666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2393;yes;12236;12607;13624;13813;26.283333333333335;9.966666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2394;yes;12243;12687;13594;14043;30.0;15.883333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2395;yes;12261;12261;12411;12675;6.9;5.25;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2396;yes;12274;12318;13981;14527;37.55;11.566666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2397;yes;12297;12814;13617;13617;22.0;5.833333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2398;yes;12298;12298;12682;13194;14.933333333333334;9.316666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2399;yes;12305;12620;12986;13454;19.15;13.783333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2400;yes;12311;12806;12919;13267;15.933333333333334;13.816666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2401;yes;12329;12602;12942;13472;19.05;12.216666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2402;yes;12332;12332;13394;13394;17.7;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2403;yes;12336;12622;13469;13718;23.033333333333335;7.366666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2404;yes;12338;12709;13003;13509;19.516666666666666;13.15;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2405;yes;12340;12749;38774;39120;446.3333333333333;16.1;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2406;yes;12342;13257;13777;14060;28.633333333333333;12.016666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2407;yes;12345;12345;13245;13245;15.0;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2408;yes;12346;12619;12653;13001;10.916666666666666;10.4;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2409;yes;12364;12683;17276;17625;87.68333333333334;11.166666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2410;yes;12373;12904;13757;13757;23.066666666666666;11.033333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2411;yes;12378;12861;13263;13263;14.75;7.216666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2412;yes;12380;12829;13070;13070;11.5;7.5;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2413;yes;12388;12388;14020;14294;31.766666666666666;6.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2414;yes;12394;12899;13385;13690;21.6;15.666666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2415;yes;12400;12925;13355;13889;24.816666666666666;18.55;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2416;yes;12400;12400;12941;13400;16.666666666666668;8.866666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2417;yes;12404;12992;14261;14735;38.85;16.616666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2418;yes;12411;12411;12613;12955;9.066666666666666;5.283333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2419;yes;12428;12428;14677;14982;42.56666666666667;7.55;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2420;yes;12431;12967;13536;13985;25.9;15.3;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2421;yes;12434;13010;13934;13934;25.0;9.866666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2422;yes;12435;12843;15100;15462;50.45;16.5;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2423;yes;12442;13034;13354;13354;15.2;6.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2424;yes;12444;13053;15366;15840;56.6;18.483333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2425;yes;12452;13020;13869;14118;27.766666666666666;12.383333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2426;yes;12462;12462;13339;13585;18.716666666666665;3.7333333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2427;yes;12464;13000;13150;13365;15.016666666666667;8.283333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2428;yes;12465;12465;12791;12791;5.433333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2429;yes;12478;12731;13292;13711;20.55;12.55;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2430;yes;12490;12490;12918;13406;15.266666666666667;7.2;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2431;yes;12494;12494;12697;12697;3.3833333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2432;yes;12495;12886;13889;14395;31.666666666666668;12.683333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2433;yes;12496;12496;12747;12747;4.183333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2434;yes;12532;12851;13403;13822;21.5;15.25;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2435;yes;12552;12886;13158;13158;10.1;4.983333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2436;yes;12563;12822;13373;13792;20.483333333333334;13.516666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2437;yes;12576;12576;13448;13448;14.533333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2438;yes;12594;13112;13527;13527;15.55;7.416666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2439;yes;12600;12854;13211;13211;10.183333333333334;3.95;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2440;yes;12604;13225;13523;13523;15.316666666666666;7.3;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2441;yes;12610;12610;14293;14293;28.05;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
2442;yes;12623;12861;13456;13456;13.883333333333333;3.4833333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
